seed,checkpoint,eval_offset,focal,condition,soups,base_role,selected_role,oracle_role,decision_correct,true_partner_roles,inferred_partner_roles
1,300,5,2,dynamic,6.0,2,2,2,1,0-1,0-1
1,300,5,2,stale_budget,0.0,2,0,2,0,0-1,0-0
1,300,5,2,oracle,6.0,2,2,2,1,0-1,
1,360,0,0,base,0.0,0,0,1,0,1-2,
1,360,0,0,frozen,0.0,0,0,1,0,1-2,0-1
1,360,0,0,dynamic,3.0,0,1,1,1,1-2,1-2
1,360,0,0,stale_budget,0.0,0,0,1,0,1-2,1-1
1,360,0,0,oracle,3.0,0,1,1,1,1-2,
1,360,0,1,base,0.0,1,1,0,0,0-2,
1,360,0,1,frozen,0.0,1,2,0,0,0-2,0-1
1,360,0,1,dynamic,1.0,1,0,0,1,0-2,0-2
1,360,0,1,stale_budget,0.0,1,2,0,0,0-2,0-1
1,360,0,1,oracle,1.0,1,0,0,1,0-2,
1,360,0,2,base,0.0,2,2,0,0,0-1,
1,360,0,2,frozen,0.0,2,2,0,0,0-1,0-0
1,360,0,2,dynamic,0.0,2,2,0,0,0-1,0-0
1,360,0,2,stale_budget,0.0,2,2,0,0,0-1,0-0
1,360,0,2,oracle,0.0,2,0,0,1,0-1,
1,360,1,0,base,6.0,0,0,0,1,1-2,
1,360,1,0,frozen,6.0,0,0,0,1,1-2,0-1
1,360,1,0,dynamic,6.0,0,0,0,1,1-2,1-0
1,360,1,0,stale_budget,6.0,0,0,0,1,1-2,0-1
1,360,1,0,oracle,6.0,0,0,0,1,1-2,
1,360,1,1,base,6.0,1,1,1,1,0-2,
1,360,1,1,frozen,4.0,1,2,1,0,0-2,0-1
1,360,1,1,dynamic,4.0,1,2,1,0,0-2,0-0
1,360,1,1,stale_budget,4.0,1,2,1,0,0-2,0-1
1,360,1,1,oracle,6.0,1,1,1,1,0-2,
1,360,1,2,base,6.0,2,2,2,1,0-1,
1,360,1,2,frozen,0.0,2,0,2,0,0-1,0-0
1,360,1,2,dynamic,6.0,2,2,2,1,0-1,0-1
1,360,1,2,stale_budget,0.0,2,0,2,0,0-1,0-0
1,360,1,2,oracle,6.0,2,2,2,1,0-1,
1,360,2,0,base,6.0,0,0,0,1,1-2,
1,360,2,0,frozen,6.0,0,0,0,1,1-2,1-1
1,360,2,0,dynamic,6.0,0,0,0,1,1-2,1-2
1,360,2,0,stale_budget,6.0,0,0,0,1,1-2,1-1
1,360,2,0,oracle,6.0,0,0,0,1,1-2,
1,360,2,1,base,6.0,1,1,1,1,0-2,
1,360,2,1,frozen,4.0,1,2,1,0,0-2,0-1
1,360,2,1,dynamic,6.0,1,1,1,1,0-2,0-2
1,360,2,1,stale_budget,4.0,1,2,1,0,0-2,0-1
1,360,2,1,oracle,6.0,1,1,1,1,0-2,
1,360,2,2,base,6.0,2,2,2,1,0-1,
1,360,2,2,frozen,0.0,2,0,2,0,0-1,0-0
1,360,2,2,dynamic,6.0,2,2,2,1,0-1,0-1
1,360,2,2,stale_budget,0.0,2,0,2,0,0-1,0-0
1,360,2,2,oracle,6.0,2,2,2,1,0-1,
1,360,3,0,base,6.0,0,0,0,1,1-2,
1,360,3,0,frozen,6.0,0,0,0,1,1-2,1-1
1,360,3,0,dynamic,6.0,0,0,0,1,1-2,1-2
1,360,3,0,stale_budget,6.0,0,0,0,1,1-2,1-1
1,360,3,0,oracle,6.0,0,0,0,1,1-2,
1,360,3,1,base,6.0,1,1,1,1,0-2,
1,360,3,1,frozen,4.0,1,2,1,0,0-2,0-1
1,360,3,1,dynamic,6.0,1,1,1,1,0-2,0-2
1,360,3,1,stale_budget,4.0,1,2,1,0,0-2,0-1
1,360,3,1,oracle,6.0,1,1,1,1,0-2,
1,360,3,2,base,6.0,2,2,2,1,0-1,
1,360,3,2,frozen,0.0,2,0,2,0,0-1,0-0
1,360,3,2,dynamic,6.0,2,2,2,1,0-1,0-1
1,360,3,2,stale_budget,0.0,2,0,2,0,0-1,0-0
1,360,3,2,oracle,6.0,2,2,2,1,0-1,
1,360,4,0,base,6.0,0,0,0,1,1-2,
1,360,4,0,frozen,4.0,0,2,0,0,1-2,1-1
1,360,4,0,dynamic,6.0,0,0,0,1,1-2,1-2
1,360,4,0,stale_budget,6.0,0,0,0,1,1-2,0-1
1,360,4,0,oracle,6.0,0,0,0,1,1-2,
1,360,4,1,base,6.0,1,1,1,1,0-2,
1,360,4,1,frozen,5.0,1,2,1,0,0-2,0-1
1,360,4,1,dynamic,6.0,1,1,1,1,0-2,0-2
1,360,4,1,stale_budget,5.0,1,2,1,0,0-2,0-1
1,360,4,1,oracle,6.0,1,1,1,1,0-2,
1,360,4,2,base,6.0,2,2,2,1,0-1,
1,360,4,2,frozen,6.0,2,2,2,1,0-1,0-0
1,360,4,2,dynamic,6.0,2,2,2,1,0-1,0-0
1,360,4,2,stale_budget,6.0,2,2,2,1,0-1,0-0
1,360,4,2,oracle,6.0,2,2,2,1,0-1,
1,360,5,0,base,6.0,0,0,0,1,1-2,
1,360,5,0,frozen,6.0,0,0,0,1,1-2,0-1
1,360,5,0,dynamic,5.0,0,2,0,0,1-2,1-1
1,360,5,0,stale_budget,6.0,0,0,0,1,1-2,0-1
1,360,5,0,oracle,6.0,0,0,0,1,1-2,
1,360,5,1,base,6.0,1,1,1,1,0-2,
1,360,5,1,frozen,4.0,1,2,1,0,0-2,0-1
1,360,5,1,dynamic,6.0,1,1,1,1,0-2,0-2
1,360,5,1,stale_budget,4.0,1,2,1,0,0-2,0-1
1,360,5,1,oracle,6.0,1,1,1,1,0-2,
1,360,5,2,base,6.0,2,2,2,1,0-1,
1,360,5,2,frozen,6.0,2,2,2,1,0-1,0-1
1,360,5,2,dynamic,6.0,2,2,2,1,0-1,0-0
1,360,5,2,stale_budget,6.0,2,2,2,1,0-1,0-0
1,360,5,2,oracle,6.0,2,2,2,1,0-1,
